ensembl_gene_id,chromosome_name,start_position,end_position,strand,gene_name,chr_name
ENSG00000163029,2,17663812,17800242,-1,SMC6,chr2
ENSG00000163041,1,226061851,226072019,1,H3F3A,chr1
ENSG00000163050,1,226940286,226987544,1,COQ8A,chr1
ENSG00000163053,2,230034982,230068993,-1,SLC16A14,chr2
ENSG00000163069,4,52020706,52038299,-1,SGCB,chr4
ENSG00000163072,2,168786539,168865514,1,NOSTRIN,chr2
ENSG00000163082,2,222424543,222562621,1,SGPP2,chr2
ENSG00000163093,2,169479480,169506655,1,BBS5,chr2
ENSG00000163104,4,94207611,94291292,1,SMARCAD1,chr4
ENSG00000163110,4,94451857,94668227,1,PDLIM5,chr4
ENSG00000163116,4,97184093,98143476,-1,STPG2,chr4
ENSG00000163125,1,150363091,150476566,1,RPRD2,chr1
ENSG00000163126,2,96824526,96857934,-1,ANKRD23,chr2
ENSG00000163131,1,150730079,150765957,-1,CTSS,chr1
ENSG00000163138,4,20696282,20752907,1,PACRGL,chr4
ENSG00000163156,1,151156664,151170296,1,SCNM1,chr1
ENSG00000163159,1,151176304,151195321,-1,VPS72,chr1
ENSG00000163161,2,127257290,127294166,-1,ERCC3,chr2
ENSG00000163162,2,101271219,101308701,-1,RNF149,chr2
ENSG00000163166,2,127436207,127526886,-1,IWS1,chr2
ENSG00000163170,2,74135400,74147912,-1,BOLA3,chr2
ENSG00000163171,2,37641882,37738468,-1,CDC42EP3,chr2
ENSG00000163191,1,152032506,152047907,-1,S100A11,chr1
ENSG00000163214,2,38797729,38875934,-1,DHX57,chr2
ENSG00000163219,2,68679601,68826833,1,ARHGAP25,chr2
ENSG00000163220,1,153357854,153361023,1,S100A9,chr1
ENSG00000163235,2,70447284,70554193,-1,TGFA,chr2
ENSG00000163249,2,207711540,207761839,1,CCNYL1,chr2
ENSG00000163251,2,207762598,207769906,-1,FZD5,chr2
ENSG00000163257,4,17800655,17810758,-1,DCAF16,chr4
ENSG00000163281,4,44682200,44726588,-1,GNPDA2,chr4
ENSG00000163291,4,78887127,78939438,-1,PAQR3,chr4
ENSG00000163293,4,47914142,48040173,1,NIPAL1,chr4
ENSG00000163297,4,79901146,80125454,-1,ANTXR2,chr4
ENSG00000163312,4,83407343,83455855,-1,HELQ,chr4
ENSG00000163319,4,83455932,83469735,1,MRPS18C,chr4
ENSG00000163320,3,88051944,88149885,-1,CGGBP1,chr3
ENSG00000163322,4,83459517,83523348,-1,ABRAXAS1,chr4
ENSG00000163328,2,174431571,174487094,-1,GPR155,chr2
ENSG00000163344,1,154924740,154936719,-1,PMVK,chr1
ENSG00000163346,1,154944076,154956123,-1,PBXIP1,chr1
ENSG00000163348,1,154957026,154963853,-1,PYGO2,chr1
ENSG00000163349,1,113929324,113977869,1,HIPK1,chr1
ENSG00000163374,1,155659443,155689000,-1,YY1AP1,chr1
ENSG00000163376,3,66998307,67011210,1,KBTBD8,chr3
ENSG00000163378,3,68975217,69013684,-1,EOGT,chr3
ENSG00000163389,3,119468963,119494708,1,POGLUT1,chr3
ENSG00000163393,1,115976513,116070054,1,SLC22A15,chr1
ENSG00000163399,1,116372668,116410261,1,ATP1A1,chr1
ENSG00000163406,3,121894401,121944188,1,SLC15A2,chr3
ENSG00000163412,3,71675414,71754773,-1,EIF4E3,chr3
ENSG00000163421,3,71771655,71785206,-1,PROK2,chr3
ENSG00000163428,3,120324509,120349354,-1,LRRC58,chr3
ENSG00000163444,1,203007374,203024848,1,TMEM183A,chr1
ENSG00000163453,4,57030773,57110385,-1,IGFBP7,chr4
ENSG00000163462,1,155173787,155184971,1,TRIM46,chr1
ENSG00000163463,1,155169408,155173475,-1,KRTCAP2,chr1
ENSG00000163466,2,218217141,218254356,1,ARPC2,chr2
ENSG00000163468,1,156308968,156367873,-1,CCT3,chr1
ENSG00000163472,1,156282935,156293185,1,TMEM79,chr1
ENSG00000163479,1,156009048,156020951,-1,SSR2,chr1
ENSG00000163481,2,218663892,218672002,-1,RNF25,chr2
ENSG00000163482,2,218672069,218702716,1,STK36,chr2
ENSG00000163491,3,27106484,27369460,-1,NEK10,chr3
ENSG00000163492,2,178829757,179050137,-1,CCDC141,chr2
ENSG00000163507,3,108549864,108589644,-1,CIP2A,chr3
ENSG00000163508,3,27715949,27722711,-1,EOMES,chr3
ENSG00000163510,2,179944876,180007297,-1,CWC22,chr2
ENSG00000163512,3,28315003,28349050,-1,AZI2,chr3
ENSG00000163513,3,30606601,30694142,1,TGFBR2,chr3
ENSG00000163516,2,219229783,219236679,1,ANKZF1,chr2
ENSG00000163517,3,13479724,13506424,1,HDAC11,chr3
ENSG00000163519,3,108822770,108855005,1,TRAT1,chr3
ENSG00000163520,3,13549125,13638422,1,FBLN2,chr3
ENSG00000163527,3,31532638,31637616,1,STT3B,chr3
ENSG00000163534,1,157794403,157820120,-1,FCRL1,chr1
ENSG00000163535,2,200510008,200584096,1,SGO2,chr2
ENSG00000163536,3,167735243,167825569,1,SERPINI1,chr3
ENSG00000163539,3,33496245,33718356,-1,CLASP2,chr3
ENSG00000163541,2,84423528,84460045,-1,SUCLG1,chr2
ENSG00000163545,1,205302063,205321745,-1,NUAK2,chr1
ENSG00000163554,1,158610704,158686715,-1,SPTA1,chr1
ENSG00000163558,3,170222424,170305977,1,PRKCI,chr3
ENSG00000163563,1,158831351,158849506,1,MNDA,chr1
ENSG00000163564,1,158930796,158977059,1,PYHIN1,chr1
ENSG00000163565,1,158999968,159055155,1,IFI16,chr1
ENSG00000163568,1,159061599,159187843,-1,AIM2,chr1
ENSG00000163577,3,170888418,170908644,-1,EIF5A2,chr3
ENSG00000163584,3,170864875,170870208,-1,RPL22L1,chr3
ENSG00000163590,3,160755602,161078902,1,PPM1L,chr3
ENSG00000163596,2,202773150,202871766,-1,ICA1L,chr2
ENSG00000163599,2,203853888,203873965,1,CTLA4,chr2
ENSG00000163600,2,203936763,203961577,1,ICOS,chr2
ENSG00000163602,3,72371825,72446621,-1,RYBP,chr3
ENSG00000163605,3,72996803,73069198,1,PPP4R2,chr3
ENSG00000163606,3,112921205,112975103,-1,CD200R1,chr3
ENSG00000163607,3,112990984,113015060,1,GTPBP8,chr3
ENSG00000163608,3,113002444,113019861,-1,NEPRO,chr3
ENSG00000163611,3,113442718,113515187,-1,SPICE1,chr3
ENSG00000163617,3,113964137,114056594,-1,CCDC191,chr3
ENSG00000163624,4,84583127,84651334,1,CDS1,chr4
ENSG00000163625,4,84669597,84966690,-1,WDFY3,chr4
ENSG00000163626,4,73052362,73069755,-1,COX18,chr4
ENSG00000163629,4,86594315,86815171,1,PTPN13,chr4
ENSG00000163634,3,63833870,63863868,-1,THOC7,chr3
ENSG00000163635,3,63863155,64003462,1,ATXN7,chr3
ENSG00000163636,3,64010550,64024010,-1,PSMD6,chr3
ENSG00000163644,4,88257620,88284769,-1,PPM1K,chr4
ENSG00000163645,3,150659885,150703971,-1,ERICH6,chr3
ENSG00000163655,3,155870650,155944020,1,GMPS,chr3
ENSG00000163659,3,156673235,156706770,1,TIPARP,chr3
ENSG00000163660,3,157146508,157160760,-1,CCNL1,chr3
ENSG00000163666,3,57197838,57227606,-1,HESX1,chr3
ENSG00000163681,3,57755450,57930003,1,SLMAP,chr3
ENSG00000163682,4,39452587,39458931,-1,RPL9,chr4
ENSG00000163683,4,39546336,39638902,-1,SMIM14,chr4
ENSG00000163684,3,58306245,58324695,1,RPP14,chr3
ENSG00000163686,3,58237532,58295693,1,ABHD6,chr3
ENSG00000163689,3,58717365,59050084,-1,C3orf67,chr3
ENSG00000163694,4,40423267,40630875,-1,RBM47,chr4
ENSG00000163697,4,40810027,41216714,-1,APBB2,chr4
ENSG00000163702,3,9917074,9933630,1,IL17RC,chr3
ENSG00000163703,3,9933793,9945413,1,CRELD1,chr3
ENSG00000163714,3,142964497,143060725,1,U2SURP,chr3
ENSG00000163719,3,9649433,9702393,1,MTMR14,chr3
ENSG00000163728,3,180602163,180617828,1,TTC14,chr3
ENSG00000163734,4,74036589,74038807,-1,CXCL3,chr4
ENSG00000163738,4,74114174,74303099,1,MTHFD2L,chr4
ENSG00000163743,4,75479033,75514764,-1,RCHY1,chr4
ENSG00000163754,3,148991408,149031775,1,GYG1,chr3
ENSG00000163755,3,149129638,149173732,1,HPS3,chr3
ENSG00000163781,3,133598175,133662380,-1,TOPBP1,chr3
ENSG00000163785,3,134065303,134250859,-1,RYK,chr3
ENSG00000163788,3,43286512,43424764,1,SNRK,chr3
ENSG00000163795,2,27377235,27380790,-1,ZNF513,chr2
ENSG00000163798,2,27663426,27695366,1,SLC4A1AP,chr2
ENSG00000163803,2,28457145,28644142,1,PLB1,chr2
ENSG00000163806,2,28782517,28850611,1,SPDYA,chr2
ENSG00000163807,3,44737661,44761619,-1,KIAA1143,chr3
ENSG00000163808,3,44761721,44873376,1,KIF15,chr3
ENSG00000163811,2,28894667,28948219,1,WDR43,chr2
ENSG00000163812,3,44915257,44976185,-1,ZDHHC3,chr3
ENSG00000163814,3,45082277,45146422,-1,CDCP1,chr3
ENSG00000163818,3,45823316,45916042,-1,LZTFL1,chr3
ENSG00000163820,3,45917903,45995824,-1,FYCO1,chr3
ENSG00000163823,3,46201711,46208313,-1,CCR1,chr3
ENSG00000163832,3,47495640,47513712,-1,ELP6,chr3
ENSG00000163840,3,122564338,122575203,1,DTX3L,chr3
ENSG00000163848,3,125225669,125375325,-1,ZNF148,chr3
ENSG00000163864,3,139560180,139678017,-1,NMNAT3,chr3
ENSG00000163866,1,34712737,34859755,-1,SMIM12,chr1
ENSG00000163867,1,34986165,35031945,-1,ZMYM6,chr1
ENSG00000163870,3,127571232,127598267,-1,TPRA1,chr3
ENSG00000163872,3,183697797,183812624,1,YEATS2,chr3
ENSG00000163874,1,37474580,37484377,1,ZC3H12A,chr1
ENSG00000163875,1,37489993,37514766,-1,MEAF6,chr1
ENSG00000163877,1,37534449,37554293,-1,SNIP1,chr1
ENSG00000163882,3,184361710,184368596,1,POLR2H,chr3
ENSG00000163900,3,185476496,185499057,-1,TMEM41A,chr3
ENSG00000163902,3,128619969,128681075,-1,RPN1,chr3
ENSG00000163904,3,185582496,185633551,1,SENP2,chr3
ENSG00000163913,3,129429607,129520510,1,IFT122,chr3
ENSG00000163918,3,186789880,186807058,-1,RFC4,chr3
ENSG00000163923,3,187120948,187180908,-1,RPL39L,chr3
ENSG00000163930,3,52401008,52410008,-1,BAP1,chr3
ENSG00000163931,3,53224712,53256052,-1,TKT,chr3
ENSG00000163932,3,53156009,53192717,1,PRKCD,chr3
ENSG00000163933,3,53088483,53130453,-1,RFT1,chr3
ENSG00000163935,3,52903572,53046750,-1,SFMBT1,chr3
ENSG00000163938,3,52681156,52694497,1,GNL3,chr3
ENSG00000163939,3,52545352,52685917,-1,PBRM1,chr3
ENSG00000163945,4,1345691,1395989,1,UVSSA,chr4
ENSG00000163946,3,56620132,56683265,-1,TASOR,chr3
ENSG00000163947,3,56727418,57079329,-1,ARHGEF3,chr3
ENSG00000163950,4,1692731,1712344,-1,SLBP,chr4
ENSG00000163956,4,3503612,3532446,-1,LRPAP1,chr4
ENSG00000163960,3,196347662,196432430,-1,UBXN7,chr3
ENSG00000163961,3,196468783,196503768,-1,RNF168,chr3
ENSG00000163964,3,196639775,196736007,1,PIGX,chr3
ENSG00000163975,3,196980590,197029835,-1,MELTF,chr3
ENSG00000163995,4,7965310,8158832,-1,ABLIM2,chr4
ENSG00000164002,1,40508741,40516038,1,EXO5,chr1
ENSG00000164008,1,42767245,42779491,1,C1orf50,chr1
ENSG00000164010,1,42817122,42844991,1,ERMAP,chr1
ENSG00000164022,4,106315544,106349456,1,AIMP1,chr4
ENSG00000164023,4,107824563,107915047,1,SGMS2,chr4
ENSG00000164024,4,98995659,99062809,1,METAP1,chr4
ENSG00000164031,4,99896248,99946618,-1,DNAJB14,chr4
ENSG00000164032,4,99948086,99950355,-1,H2AFZ,chr4
ENSG00000164035,4,100395341,100880126,-1,EMCN,chr4
ENSG00000164037,4,102885048,103019719,-1,SLC9B1,chr4
ENSG00000164038,4,103019868,103085829,-1,SLC9B2,chr4
ENSG00000164039,4,103077592,103099870,-1,BDH2,chr4
ENSG00000164040,4,128269237,128288829,-1,PGRMC2,chr4
ENSG00000164045,3,48157146,48188417,-1,CDC25A,chr3
ENSG00000164048,3,48241100,48299253,1,ZNF589,chr3
ENSG00000164053,3,48446710,48467645,1,ATRIP,chr3
ENSG00000164054,3,48467798,48504826,-1,SHISA5,chr3
ENSG00000164056,4,123396795,123403760,1,SPRY1,chr4
ENSG00000164062,3,49674014,49683971,1,APEH,chr3
ENSG00000164066,4,127623271,127726737,1,INTU,chr4
ENSG00000164068,3,49689538,49721529,1,RNF123,chr3
ENSG00000164070,4,127781821,127840733,1,HSPA4L,chr4
ENSG00000164073,4,127917799,127966034,-1,MFSD8,chr4
ENSG00000164074,4,127965306,128039953,1,ABHD18,chr4
ENSG00000164077,3,49907160,49930173,-1,MON1A,chr3
ENSG00000164080,3,51538719,51668667,1,RAD54L2,chr3
ENSG00000164081,3,51662693,51704323,1,TEX264,chr3
ENSG00000164087,3,52075226,52154690,-1,POC1A,chr3
ENSG00000164088,3,52245759,52250599,1,PPM1M,chr3
ENSG00000164091,3,52254434,52288020,-1,WDR82,chr3
ENSG00000164096,4,119296419,119304445,-1,C4orf3,chr4
ENSG00000164104,4,173331376,173334432,-1,HMGB2,chr4
ENSG00000164105,4,173369969,173377532,1,SAP30,chr4
ENSG00000164109,4,120055623,120066858,-1,MAD2L1,chr4
ENSG00000164111,4,121667946,121696995,-1,ANXA5,chr4
ENSG00000164114,4,155342658,155376970,-1,MAP9,chr4
ENSG00000164116,4,155666726,155737059,1,GUCY1A1,chr4
ENSG00000164117,4,174236658,174283667,-1,FBXO8,chr4
ENSG00000164118,4,174283730,174333380,1,CEP44,chr4
ENSG00000164120,4,174490175,174523154,-1,HPGD,chr4
ENSG00000164123,4,158893134,159038760,-1,C4orf45,chr4
ENSG00000164124,4,158201604,158255416,1,TMEM144,chr4
ENSG00000164125,4,158124474,158173318,-1,GASK1B,chr4
ENSG00000164134,4,139301505,139420033,1,NAA15,chr4
ENSG00000164136,4,141636583,141733987,1,IL15,chr4
ENSG00000164142,4,151409176,151670503,1,FAM160A1,chr4
ENSG00000164144,4,152779937,152918463,1,ARFIP1,chr4
ENSG00000164151,5,5420664,5490220,1,ICE1,chr5
ENSG00000164162,4,144831908,145098541,-1,ANAPC10,chr4
ENSG00000164163,4,145098288,145129524,1,ABCE1,chr4
ENSG00000164164,4,145110838,145180589,-1,OTUD4,chr4
ENSG00000164167,4,146175703,146200000,1,LSM6,chr4
ENSG00000164168,4,147617386,147672044,1,TMEM184C,chr4
ENSG00000164169,4,147637785,147684163,-1,PRMT9,chr4
ENSG00000164171,5,52989340,53094779,1,ITGA2,chr5
ENSG00000164172,5,53095679,53110063,-1,MOCS2,chr5
ENSG00000164180,5,88189633,88269476,-1,TMEM161B,chr5
ENSG00000164181,5,60751791,60844274,-1,ELOVL7,chr5
ENSG00000164182,5,60945177,61154531,1,NDUFAF2,chr5
ENSG00000164187,5,36098407,36151887,-1,LMBRD2,chr5
ENSG00000164190,5,36876769,37066413,1,NIPBL,chr5
ENSG00000164199,5,90529344,91164437,1,ADGRV1,chr5
ENSG00000164209,5,110738136,110765161,1,SLC25A46,chr5
ENSG00000164211,5,111496033,111512590,-1,STARD4,chr5
ENSG00000164219,5,115204012,115262877,-1,PGGT1B,chr5
ENSG00000164221,5,115267190,115296693,-1,CCDC112,chr5
ENSG00000164236,5,10564070,10657816,1,ANKRD33B,chr5
ENSG00000164237,5,10275875,10307902,-1,CMBL,chr5
ENSG00000164241,5,127045235,127073506,-1,C5orf63,chr5
ENSG00000164244,5,127517640,127555085,1,PRRC1,chr5
ENSG00000164252,5,77029251,77065234,1,AGGF1,chr5
ENSG00000164253,5,77425970,77620611,-1,WDR41,chr5
ENSG00000164258,5,53560633,53683338,1,NDUFS4,chr5
ENSG00000164284,5,149345430,149354583,1,GRPEL2,chr5
ENSG00000164291,5,95555101,95605102,1,ARSK,chr5
ENSG00000164292,5,95713522,95824383,1,RHOBTB3,chr5
ENSG00000164300,5,80111651,80256048,-1,SERINC5,chr5
ENSG00000164305,4,184627696,184649509,-1,CASP3,chr4
ENSG00000164306,4,184649667,184694963,1,PRIMPOL,chr4
ENSG00000164307,5,96760810,96808100,-1,ERAP1,chr5
ENSG00000164308,5,96875986,96919703,1,ERAP2,chr5
ENSG00000164323,4,185159665,185209504,-1,CFAP97,chr4
ENSG00000164327,5,38937920,39074399,-1,RICTOR,chr5
ENSG00000164329,5,79612120,79688246,1,TENT2,chr5
ENSG00000164330,5,158695916,159099916,-1,EBF1,chr5
ENSG00000164331,5,73552190,73565667,-1,ANKRA2,chr5
ENSG00000164332,5,159263290,159286036,1,UBLCP1,chr5
ENSG00000164338,5,73565443,73583380,1,UTP15,chr5
ENSG00000164344,4,186208979,186258471,1,KLKB1,chr4
ENSG00000164346,5,74766991,74780113,1,NSA2,chr5
ENSG00000164347,5,74721206,74767147,-1,GFM2,chr5
ENSG00000164366,5,196868,218153,-1,CCDC127,chr5
ENSG00000164398,5,131949973,132012243,-1,ACSL6,chr5
ENSG00000164402,5,132750819,132807241,-1,SEPTIN8,chr5
ENSG00000164403,5,132822141,132830659,-1,SHROOM1,chr5
ENSG00000164405,5,132866630,132868847,1,UQCRQ,chr5
ENSG00000164463,5,173056352,173139284,1,CREBRF,chr5
ENSG00000164466,5,175477062,175529742,1,SFXN1,chr5
ENSG00000164509,5,55851357,55922854,1,IL31RA,chr5
ENSG00000164512,5,56099680,56233330,-1,ANKRD55,chr5
ENSG00000164574,5,154190730,154420984,1,GALNT10,chr5
ENSG00000164576,5,154445997,154461053,1,SAP30L,chr5
ENSG00000164587,5,150442635,150449739,-1,RPS14,chr5
ENSG00000164609,5,160401641,160421711,-1,SLU7,chr5
ENSG00000164611,5,160421855,160428739,1,PTTG1,chr5
ENSG00000164615,5,134738495,134752157,1,CAMLG,chr5
ENSG00000164620,5,141636950,141641064,1,RELL2,chr5
ENSG00000164902,5,126600925,126627252,1,PHAX,chr5
ENSG00000164904,5,126531200,126595362,-1,ALDH7A1,chr5
ENSG00000165097,6,18155329,18223854,1,KDM1B,chr6
ENSG00000165671,5,177131830,177300213,1,NSD1,chr5
ENSG00000166278,6,31897785,31945673,1,C2,chr6
ENSG00000168016,3,36826819,36945057,-1,TRANK1,chr3
ENSG00000168026,3,39107680,39138903,1,TTC21A,chr3
ENSG00000168028,3,39406716,39412542,1,RPSA,chr3
ENSG00000168036,3,41194741,41260096,1,CTNNB1,chr3
ENSG00000168038,3,41246599,41962130,-1,ULK4,chr3
ENSG00000168118,1,229271062,229305894,1,RAB4A,chr1
ENSG00000168137,3,9397615,9479240,1,SETD5,chr3
ENSG00000168152,4,82900684,82919969,1,THAP9,chr4
ENSG00000168159,1,228487382,228499899,1,RNF187,chr1
ENSG00000168214,4,26163455,26435131,1,RBPJ,chr4
ENSG00000168228,4,25312774,25370383,1,ZCCHC4,chr4
ENSG00000168237,3,52287089,52295257,1,GLYCTK,chr3
ENSG00000168246,5,172209646,172283764,-1,UBTD2,chr5
ENSG00000168264,1,234604269,234610178,-1,IRF2BP2,chr1
ENSG00000168268,3,52524385,52535054,-1,NT5DC2,chr3
ENSG00000168273,3,52534013,52579237,1,SMIM4,chr3
ENSG00000168275,1,234373456,234385080,1,COA6,chr1
ENSG00000168280,2,148875227,149026759,1,KIF5C,chr2
ENSG00000168288,2,149569637,149587778,-1,MMADHC,chr2
ENSG00000168291,3,58427630,58433857,-1,PDHB,chr3
ENSG00000168297,3,58332880,58426127,1,PXK,chr3
ENSG00000168298,6,26156329,26157115,1,HIST1H1E,chr6
ENSG00000168301,3,58492096,58502360,1,KCTD6,chr3
ENSG00000168310,4,184385702,184474558,-1,IRF2,chr4
ENSG00000168329,3,39263495,39281735,-1,CX3CR1,chr3
ENSG00000168356,3,38845764,39052157,-1,SCN11A,chr3
ENSG00000168374,3,57571363,57598220,-1,ARF4,chr3
ENSG00000168385,2,241315100,241354027,1,SEPTIN2,chr2
ENSG00000168386,3,99828811,100114513,-1,FILIP1L,chr3
ENSG00000168389,1,39955112,39969968,1,MFSD2A,chr1
ENSG00000168393,2,241675747,241686944,-1,DTYMK,chr2
ENSG00000168394,6,32845209,32853816,-1,TAP1,chr6
ENSG00000168395,2,241687085,241729478,1,ING5,chr2
ENSG00000168397,2,241637213,241673857,1,ATG4B,chr2
ENSG00000168421,4,40191053,40246967,1,RHOH,chr4
ENSG00000168477,6,32041153,32115334,-1,TNXB,chr6
ENSG00000168497,2,191834310,191847088,-1,CAVIN2,chr2
ENSG00000168538,4,183659267,183713594,1,TRAPPC11,chr4
ENSG00000168556,4,183505058,183512429,1,ING2,chr4
ENSG00000168564,4,183444635,183449064,1,CDKN2AIP,chr4
ENSG00000168566,6,7590198,7611967,1,SNRNP48,chr6
ENSG00000168653,1,39026318,39034636,1,NDUFS5,chr1
ENSG00000168679,1,110362851,110391082,-1,SLC16A4,chr1
ENSG00000168685,5,35852695,35879603,1,IL7R,chr5
ENSG00000168702,2,140231423,142131016,-1,LRP1B,chr2
ENSG00000168710,1,109984765,110023742,1,AHCYL1,chr1
ENSG00000168724,5,34929559,34958964,1,DNAJC21,chr5
ENSG00000168754,2,96875882,96986580,-1,FAM178B,chr2
ENSG00000168758,2,96859718,96870757,-1,SEMA4C,chr2
ENSG00000168763,2,96816245,96835382,1,CNNM3,chr2
ENSG00000168769,4,105145875,105279816,1,TET2,chr4
ENSG00000168785,4,98470367,98658611,-1,TSPAN5,chr4
ENSG00000168818,4,4415742,4542346,-1,STX18,chr4
ENSG00000168824,4,4348140,4419058,1,NSG1,chr4
ENSG00000168826,4,4290251,4321786,1,ZBTB49,chr4
ENSG00000168827,3,158644527,158695581,1,GFM1,chr3
ENSG00000168883,2,85602856,85649283,1,USP39,chr2
ENSG00000168884,4,2741648,2756342,-1,TNIP2,chr4
ENSG00000168887,2,85605254,85612066,-1,C2orf68,chr2
ENSG00000168899,2,85584431,85593406,1,VAMP5,chr2
ENSG00000168906,2,85539168,85545281,1,MAT2A,chr2
ENSG00000168916,5,124636913,124748807,-1,ZNF608,chr5
ENSG00000168917,3,136818647,136855888,1,SLC35G2,chr3
ENSG00000168918,2,233059967,233207903,1,INPP5D,chr2
ENSG00000168924,4,1811479,1856156,-1,LETM1,chr4
ENSG00000168936,4,1715952,1721358,-1,TMEM129,chr4
ENSG00000168944,5,123344890,123423592,-1,CEP120,chr5
ENSG00000168958,2,227325151,227357836,1,MFF,chr2
ENSG00000169016,2,11444375,11466177,-1,E2F6,chr2
ENSG00000169019,4,47450787,47463702,-1,COMMD8,chr4
ENSG00000169020,4,672436,674330,-1,ATP5ME,chr4
ENSG00000169031,2,227164624,227314792,1,COL4A3,chr2
ENSG00000169045,5,179614178,179634784,-1,HNRNPH1,chr5
ENSG00000169047,2,226731312,226799820,-1,IRS1,chr2
ENSG00000169087,3,122739999,122793831,-1,HSPBAP1,chr3
ENSG00000169116,4,74933095,75050115,1,PARM1,chr4
ENSG00000169131,5,178711512,178730659,-1,ZNF354A,chr5
ENSG00000169220,5,177357924,177372596,1,RGS14,chr5
ENSG00000169223,5,177315805,177351840,-1,LMAN2,chr5
ENSG00000169228,5,177301198,177303744,-1,RAB24,chr5
ENSG00000169230,5,177303799,177306949,1,PRELID1,chr5
ENSG00000169231,1,155195588,155209051,-1,THBS3,chr1
ENSG00000169241,1,155135344,155138857,1,SLC50A1,chr1
ENSG00000169247,5,148923639,149063163,-1,SH3TC2,chr5
ENSG00000169251,3,161104696,161253532,1,NMD3,chr3
ENSG00000169252,5,148826611,148828623,1,ADRB2,chr5
ENSG00000169255,3,161083883,161105411,-1,B3GALNT1,chr3
ENSG00000169288,4,77862830,77952785,1,MRPL1,chr4
ENSG00000169299,4,37826660,37862937,1,PGM2,chr4
ENSG00000169359,3,155821024,155854456,-1,SLC33A1,chr3
ENSG00000169379,3,93980139,94055678,1,ARL13B,chr3
ENSG00000169403,1,28147166,28193936,-1,PTAFR,chr1
ENSG00000169429,4,73740519,73743716,1,CXCL8,chr4
ENSG00000169432,2,166195185,166376001,-1,SCN9A,chr2
ENSG00000169442,1,26317958,26320523,1,CD52,chr1
ENSG00000169504,1,24745382,24844321,1,CLIC4,chr1
ENSG00000169507,2,164894354,164955525,-1,SLC38A11,chr2
ENSG00000169554,2,144364364,144521057,-1,ZEB2,chr2
ENSG00000169564,2,70087477,70089203,1,PCBP1,chr2
ENSG00000169567,5,131155383,131224468,-1,HINT1,chr5
ENSG00000169570,5,118836074,118988547,-1,DTWD2,chr5
ENSG00000169598,1,3857267,3885429,1,DFFB,chr1
ENSG00000169599,2,69396113,69437628,-1,NFU1,chr2
ENSG00000169607,2,112736349,112764664,-1,CKAP2L,chr2
ENSG00000169621,2,68467572,68655862,1,APLF,chr2
ENSG00000169629,2,112368369,112434488,-1,RGPD8,chr2
ENSG00000169641,1,23084030,23177808,-1,LUZP1,chr1
ENSG00000169679,2,110637528,110678063,-1,BUB1,chr2
ENSG00000169714,3,129167827,129183922,-1,CNBP,chr3
ENSG00000169744,4,16501541,16898678,-1,LDB2,chr4
ENSG00000169756,2,108533671,108687246,1,LIMS1,chr2
ENSG00000169760,3,173396284,174294372,1,NLGN1,chr3
ENSG00000169762,4,16160505,16227410,-1,TAPT1,chr4
ENSG00000169764,2,63840952,63891562,1,UGP2,chr2
ENSG00000169814,3,15601341,15722311,1,BTD,chr3
ENSG00000169855,3,78597239,79767998,-1,ROBO1,chr3
ENSG00000169860,3,152835131,152841439,1,P2RY1,chr3
ENSG00000169862,5,10971836,11904446,-1,CTNND2,chr5
ENSG00000169905,1,179839967,179877803,-1,TOR1AIP2,chr1
ENSG00000169914,1,19882395,19912945,1,OTUD3,chr1
ENSG00000169964,3,44861904,44865670,1,TMEM42,chr3
ENSG00000169967,2,127298668,127388465,-1,MAP3K2,chr2
ENSG00000169981,3,44648732,44660791,1,ZNF35,chr3
ENSG00000169991,1,18904280,18956676,-1,IFFO2,chr1
ENSG00000170006,4,152618628,152680012,-1,TMEM154,chr4
ENSG00000170011,3,39808914,40260321,1,MYRIP,chr3
ENSG00000170017,3,105366909,105576900,1,ALCAM,chr3
ENSG00000170035,2,180967248,181076585,1,UBE2E3,chr2
ENSG00000170074,5,177707981,177783398,-1,FAM153A,chr5
ENSG00000170085,5,176238367,176345991,1,SIMC1,chr5
ENSG00000170088,4,165070608,165208549,-1,TMEM192,chr4
ENSG00000170142,3,23805955,23891640,1,UBE2E1,chr3
ENSG00000170144,2,177212563,177223958,1,HNRNPA3,chr2
ENSG00000170153,4,140859807,141212877,-1,RNF150,chr4
ENSG00000170180,4,144109303,144140751,-1,GYPA,chr4
ENSG00000170185,4,143184917,143223874,1,USP38,chr4
ENSG00000170234,5,160061801,160119450,-1,PWWP2A,chr5
ENSG00000170248,3,33798571,33869707,1,PDCD6IP,chr3
ENSG00000170264,2,61824848,61854143,-1,FAM161A,chr2
ENSG00000170266,3,32996609,33097202,-1,GLB1,chr3
ENSG00000170271,5,154818492,154859252,-1,FAXDC2,chr5
ENSG00000170275,3,33114014,33147773,1,CRTAP,chr3
ENSG00000170293,3,32238679,32370321,1,CMTM8,chr3
ENSG00000170340,2,62196115,62224731,1,B3GNT2,chr2
ENSG00000170364,3,4303332,4317265,1,SETMAR,chr3
ENSG00000170365,4,145481194,145559176,1,SMAD1,chr4
ENSG00000170382,1,204617170,204685738,-1,LRRN2,chr1
ENSG00000170385,1,211571568,211579161,-1,SLC30A1,chr1
ENSG00000170390,4,150078445,150257438,1,DCLK2,chr4
ENSG00000170396,2,184598529,184939492,1,ZNF804A,chr2
